Name,GEO_ID,Percent high school graduate or higher,Percent bachelor's degree or higher,State,County,Tract
"Census Tract 68, Ventura County, California",1400000US06111006800,82.0,27.5,6,111,6800
"Census Tract 83.05, Ventura County, California",1400000US06111008305,98.8,53.6,6,111,8305
"Census Tract 84.01, Ventura County, California",1400000US06111008401,91.1,28.3,6,111,8401
"Census Tract 17, Ventura County, California",1400000US06111001700,97.1,59.4,6,111,1700
"Census Tract 12.02, Ventura County, California",1400000US06111001202,93.5,36.0,6,111,1202
"Census Tract 12.04, Ventura County, California",1400000US06111001204,81.5,25.3,6,111,1204
"Census Tract 16.01, Ventura County, California",1400000US06111001601,87.1,33.8,6,111,1601
"Census Tract 62, Ventura County, California",1400000US06111006200,97.6,50.8,6,111,6200
"Census Tract 75.06, Ventura County, California",1400000US06111007506,98.2,36.7,6,111,7506
"Census Tract 80.05, Ventura County, California",1400000US06111008005,80.6,15.9,6,111,8005
"Census Tract 2, Ventura County, California",1400000US06111000200,52.3,6.1,6,111,200
"Census Tract 76.06, Ventura County, California",1400000US06111007606,89.9,41.5,6,111,7606
"Census Tract 36.08, Ventura County, California",1400000US06111003608,71.7,14.6,6,111,3608
"Census Tract 1838.20, Los Angeles County, California",1400000US06037183820,55.3,10.2,6,37,183820
"Census Tract 1896, Los Angeles County, California",1400000US06037189600,96.7,58.3,6,37,189600
"Census Tract 5030, Los Angeles County, California",1400000US06037503000,52.2,6.1,6,37,503000
"Census Tract 5033.01, Los Angeles County, California",1400000US06037503301,95.8,25.4,6,37,503301
"Census Tract 2.02, Madera County, California",1400000US06039000202,79.7,22.5,6,39,202
"Census Tract 6.03, Madera County, California",1400000US06039000603,38.5,2.6,6,39,603
"Census Tract 6.04, Madera County, California",1400000US06039000604,36.9,4.5,6,39,604
"Census Tract 1022.02, Marin County, California",1400000US06041102202,94.0,42.1,6,41,102202
"Census Tract 1022.03, Marin County, California",1400000US06041102203,89.2,30.5,6,41,102203
"Census Tract 1090.01, Marin County, California",1400000US06041109001,90.2,45.9,6,41,109001
"Census Tract 1090.02, Marin County, California",1400000US06041109002,98.9,65.3,6,41,109002
"Census Tract 1122.01, Marin County, California",1400000US06041112201,39.9,6.3,6,41,112201
"Census Tract 1122.02, Marin County, California",1400000US06041112202,64.0,16.3,6,41,112202
"Census Tract 1192.01, Marin County, California",1400000US06041119201,96.1,54.0,6,41,119201
"Census Tract 1192.02, Marin County, California",1400000US06041119202,97.1,68.6,6,41,119202
"Census Tract 1302.01, Marin County, California",1400000US06041130201,96.1,69.2,6,41,130201
"Census Tract 1302.02, Marin County, California",1400000US06041130202,99.6,75.2,6,41,130202
"Census Tract 1311, Marin County, California",1400000US06041131100,100.0,59.9,6,41,131100
"Census Tract 1281.02, Los Angeles County, California",1400000US06037128102,60.5,10.6,6,37,128102
"Census Tract 1286.01, Los Angeles County, California",1400000US06037128601,76.5,26.4,6,37,128601
"Census Tract 1286.02, Los Angeles County, California",1400000US06037128602,97.4,57.8,6,37,128602
"Census Tract 1288.01, Los Angeles County, California",1400000US06037128801,94.3,56.3,6,37,128801
"Census Tract 1288.02, Los Angeles County, California",1400000US06037128802,92.9,44.5,6,37,128802
"Census Tract 1317.01, Los Angeles County, California",1400000US06037131701,80.3,30.1,6,37,131701
"Census Tract 1317.02, Los Angeles County, California",1400000US06037131702,81.6,25.8,6,37,131702
"Census Tract 1320.01, Los Angeles County, California",1400000US06037132001,85.0,25.6,6,37,132001
"Census Tract 1320.02, Los Angeles County, California",1400000US06037132002,85.6,32.2,6,37,132002
"Census Tract 1321.01, Los Angeles County, California",1400000US06037132101,82.3,26.7,6,37,132101
"Census Tract 1321.02, Los Angeles County, California",1400000US06037132102,83.1,26.9,6,37,132102
"Census Tract 6006.01, Los Angeles County, California",1400000US06037600601,93.2,24.7,6,37,600601
"Census Tract 2761, Los Angeles County, California",1400000US06037276100,98.3,54.9,6,37,276100
"Census Tract 3001, Los Angeles County, California",1400000US06037300100,97.0,64.0,6,37,300100
"Census Tract 3022.01, Los Angeles County, California",1400000US06037302201,73.6,26.1,6,37,302201
"Census Tract 1903.01, Los Angeles County, California",1400000US06037190301,82.4,36.9,6,37,190301
"Census Tract 1974.20, Los Angeles County, California",1400000US06037197420,76.4,41.6,6,37,197420
"Census Tract 2051.10, Los Angeles County, California",1400000US06037205110,38.7,1.4,6,37,205110
"Census Tract 2080, Los Angeles County, California",1400000US06037208000,63.8,27.2,6,37,208000
"Census Tract 2094.01, Los Angeles County, California",1400000US06037209401,47.9,11.0,6,37,209401
"Census Tract 2148, Los Angeles County, California",1400000US06037214800,92.7,62.7,6,37,214800
"Census Tract 2219, Los Angeles County, California",1400000US06037221900,71.4,21.3,6,37,221900
"Census Tract 2293, Los Angeles County, California",1400000US06037229300,30.0,2.0,6,37,229300
"Census Tract 2361, Los Angeles County, California",1400000US06037236100,80.8,18.8,6,37,236100
"Census Tract 2411.20, Los Angeles County, California",1400000US06037241120,41.6,7.7,6,37,241120
"Census Tract 3017.02, Los Angeles County, California",1400000US06037301702,81.2,31.3,6,37,301702
"Census Tract 1060.02, Marin County, California",1400000US06041106002,85.5,37.4,6,41,106002
"Census Tract 1181, Marin County, California",1400000US06041118100,98.9,79.8,6,41,118100
"Census Tract 1211, Marin County, California",1400000US06041121100,92.1,63.0,6,41,121100
"Census Tract 1321, Marin County, California",1400000US06041132100,94.7,59.3,6,41,132100
"Census Tract 1011, Marin County, California",1400000US06041101100,92.1,61.6,6,41,101100
"Census Tract 1012, Marin County, California",1400000US06041101200,92.3,35.2,6,41,101200
"Census Tract 28.13, Kern County, California",1400000US06029002813,81.3,17.2,6,29,2813
"Census Tract 28.18, Kern County, California",1400000US06029002818,95.6,36.5,6,29,2818
"Census Tract 31.03, Kern County, California",1400000US06029003103,47.7,4.7,6,29,3103
"Census Tract 31.22, Kern County, California",1400000US06029003122,63.5,5.6,6,29,3122
"Census Tract 2, Kern County, California",1400000US06029000200,78.9,7.8,6,29,200
"Census Tract 5.03, Kern County, California",1400000US06029000503,90.8,33.9,6,29,503
"Census Tract 11.01, Kern County, California",1400000US06029001101,64.7,3.1,6,29,1101
"Census Tract 12.02, Kern County, California",1400000US06029001202,43.2,4.4,6,29,1202
"Census Tract 18.02, Kern County, California",1400000US06029001802,91.6,21.2,6,29,1802
"Census Tract 4, Kern County, California",1400000US06029000400,69.4,3.2,6,29,400
"Census Tract 5.07, Kern County, California",1400000US06029000507,86.2,20.2,6,29,507
"Census Tract 23.01, Kern County, California",1400000US06029002301,49.4,4.0,6,29,2301
"Census Tract 23.02, Kern County, California",1400000US06029002302,47.7,0.9,6,29,2302
"Census Tract 24, Kern County, California",1400000US06029002400,56.2,3.7,6,29,2400
"Census Tract 28.20, Kern County, California",1400000US06029002820,88.7,30.7,6,29,2820
"Census Tract 31.14, Kern County, California",1400000US06029003114,72.6,8.3,6,29,3114
"Census Tract 38.06, Kern County, California",1400000US06029003806,94.1,37.4,6,29,3806
"Census Tract 38.08, Kern County, California",1400000US06029003808,94.2,24.9,6,29,3808
"Census Tract 38.10, Kern County, California",1400000US06029003810,93.9,39.8,6,29,3810
"Census Tract 43.02, Kern County, California",1400000US06029004302,53.9,1.4,6,29,4302
"Census Tract 408.13, Riverside County, California",1400000US06065040813,86.9,31.6,6,65,40813
"Census Tract 408.14, Riverside County, California",1400000US06065040814,93.1,28.7,6,65,40814
"Census Tract 408.15, Riverside County, California",1400000US06065040815,92.4,31.7,6,65,40815
"Census Tract 408.16, Riverside County, California",1400000US06065040816,89.7,30.4,6,65,40816
"Census Tract 408.21, Riverside County, California",1400000US06065040821,78.7,26.0,6,65,40821
"Census Tract 411.01, Riverside County, California",1400000US06065041101,56.0,4.0,6,65,41101
"Census Tract 411.02, Riverside County, California",1400000US06065041102,65.8,8.8,6,65,41102
"Census Tract 413.01, Riverside County, California",1400000US06065041301,56.5,2.6,6,65,41301
"Census Tract 413.02, Riverside County, California",1400000US06065041302,47.8,6.6,6,65,41302
"Census Tract 419.10, Riverside County, California",1400000US06065041910,86.1,26.2,6,65,41910
"Census Tract 419.11, Riverside County, California",1400000US06065041911,95.3,36.9,6,65,41911
"Census Tract 178.02, San Francisco County, California",1400000US06075017802,84.6,44.2,6,75,17802
"Census Tract 204.01, San Francisco County, California",1400000US06075020401,97.5,74.5,6,75,20401
"Census Tract 204.02, San Francisco County, California",1400000US06075020402,98.2,63.9,6,75,20402
"Census Tract 227.04, San Francisco County, California",1400000US06075022704,98.8,82.2,6,75,22704
"Census Tract 257.01, San Francisco County, California",1400000US06075025701,63.7,22.4,6,75,25701
"Census Tract 257.02, San Francisco County, California",1400000US06075025702,59.6,22.6,6,75,25702
"Census Tract 312.01, San Francisco County, California",1400000US06075031201,77.8,26.7,6,75,31201
"Census Tract 312.02, San Francisco County, California",1400000US06075031202,79.6,24.3,6,75,31202
"Census Tract 313.01, San Francisco County, California",1400000US06075031301,84.4,36.2,6,75,31301
"Census Tract 20, San Joaquin County, California",1400000US06077002000,51.8,5.4,6,77,2000
"Census Tract 31.06, San Joaquin County, California",1400000US06077003106,95.3,37.9,6,77,3106
"Census Tract 31.08, San Joaquin County, California",1400000US06077003108,91.6,33.7,6,77,3108
"Census Tract 123.04, San Diego County, California",1400000US06073012304,94.8,35.5,6,73,12304
"Census Tract 129, San Diego County, California",1400000US06073012900,84.0,20.4,6,73,12900
"Census Tract 1514.02, Sonoma County, California",1400000US06097151402,76.4,11.3,6,97,151402
"Census Tract 760, Orange County, California",1400000US06059076000,84.6,28.9,6,59,76000
"Census Tract 762.04, Orange County, California",1400000US06059076204,64.7,22.8,6,59,76204
"Census Tract 756.05, Orange County, California",1400000US06059075605,95.5,62.3,6,59,75605
"Census Tract 758.13, Orange County, California",1400000US06059075813,85.7,51.1,6,59,75813
"Census Tract 758.15, Orange County, California",1400000US06059075815,85.3,23.4,6,59,75815
"Census Tract 759.02, Orange County, California",1400000US06059075902,86.1,31.4,6,59,75902
"Census Tract 761.02, Orange County, California",1400000US06059076102,72.7,20.5,6,59,76102
"Census Tract 1.03, Nevada County, California",1400000US06057000103,96.0,26.3,6,57,103
"Census Tract 5.02, Nevada County, California",1400000US06057000502,91.8,27.0,6,57,502
"Census Tract 7.01, Nevada County, California",1400000US06057000701,97.3,34.4,6,57,701
"Census Tract 7.02, Nevada County, California",1400000US06057000702,94.8,31.3,6,57,702
"Census Tract 9, Nevada County, California",1400000US06057000900,91.8,29.3,6,57,900
"Census Tract 2, Nevada County, California",1400000US06057000200,93.9,28.1,6,57,200
"Census Tract 3, Nevada County, California",1400000US06057000300,94.9,29.4,6,57,300
"Census Tract 6, Nevada County, California",1400000US06057000600,89.4,22.0,6,57,600
"Census Tract 4.01, Nevada County, California",1400000US06057000401,96.1,38.6,6,57,401
"Census Tract 5.01, Nevada County, California",1400000US06057000501,90.4,28.3,6,57,501
"Census Tract 1.04, Nevada County, California",1400000US06057000104,94.5,23.1,6,57,104
"Census Tract 1.05, Nevada County, California",1400000US06057000105,94.4,27.4,6,57,105
"Census Tract 4.02, Nevada County, California",1400000US06057000402,94.2,24.2,6,57,402
"Census Tract 8.01, Nevada County, California",1400000US06057000801,95.4,38.6,6,57,801
"Census Tract 8.02, Nevada County, California",1400000US06057000802,95.5,43.2,6,57,802
"Census Tract 100, Alpine County, California",1400000US06003010000,90.4,31.2,6,3,10000
"Census Tract 1.02, Madera County, California",1400000US06039000102,92.7,25.9,6,39,102
"Census Tract 1.04, Madera County, California",1400000US06039000104,89.5,25.2,6,39,104
"Census Tract 10, Madera County, California",1400000US06039001000,65.3,14.9,6,39,1000
"Census Tract 4, Madera County, California",1400000US06039000400,62.4,10.2,6,39,400
"Census Tract 5.09, Madera County, California",1400000US06039000509,92.0,25.2,6,39,509
"Census Tract 3, Madera County, California",1400000US06039000300,69.3,5.2,6,39,300
"Census Tract 51, Tuolumne County, California",1400000US06109005100,92.6,14.5,6,109,5100
"Census Tract 10, San Joaquin County, California",1400000US06077001000,80.2,17.1,6,77,1000
"Census Tract 12, San Joaquin County, California",1400000US06077001200,94.9,45.0,6,77,1200
"Census Tract 14, San Joaquin County, California",1400000US06077001400,77.5,15.3,6,77,1400
"Census Tract 1106, Santa Cruz County, California",1400000US06087110600,58.7,9.2,6,87,110600
"Census Tract 5545.22, Los Angeles County, California",1400000US06037554522,91.2,44.4,6,37,554522
"Census Tract 5546, Los Angeles County, California",1400000US06037554600,72.2,16.5,6,37,554600
"Census Tract 5700.01, Los Angeles County, California",1400000US06037570001,92.5,26.6,6,37,570001
"Census Tract 5722.02, Los Angeles County, California",1400000US06037572202,87.0,24.2,6,37,572202
"Census Tract 5726, Los Angeles County, California",1400000US06037572600,69.3,15.1,6,37,572600
"Census Tract 5730.02, Los Angeles County, California",1400000US06037573002,56.3,3.9,6,37,573002
"Census Tract 5742.02, Los Angeles County, California",1400000US06037574202,86.6,16.1,6,37,574202
"Census Tract 5750.01, Los Angeles County, California",1400000US06037575001,90.5,42.2,6,37,575001
"Census Tract 5033.25, Santa Clara County, California",1400000US06085503325,77.9,34.9,6,85,503325
"Census Tract 5040.01, Santa Clara County, California",1400000US06085504001,62.1,12.2,6,85,504001
"Census Tract 5042.01, Santa Clara County, California",1400000US06085504201,89.9,38.9,6,85,504201
"Census Tract 5043.18, Santa Clara County, California",1400000US06085504318,72.5,23.2,6,85,504318
"Census Tract 5044.11, Santa Clara County, California",1400000US06085504411,80.8,35.2,6,85,504411
"Census Tract 5044.18, Santa Clara County, California",1400000US06085504418,77.8,24.6,6,85,504418
"Census Tract 5048.06, Santa Clara County, California",1400000US06085504806,89.1,34.4,6,85,504806
"Census Tract 5064.01, Santa Clara County, California",1400000US06085506401,92.0,51.1,6,85,506401
"Census Tract 5065.01, Santa Clara County, California",1400000US06085506501,70.8,27.5,6,85,506501
"Census Tract 5033.21, Santa Clara County, California",1400000US06085503321,74.3,34.5,6,85,503321
"Census Tract 5033.27, Santa Clara County, California",1400000US06085503327,83.2,28.5,6,85,503327
"Census Tract 5035.10, Santa Clara County, California",1400000US06085503510,65.3,9.4,6,85,503510
"Census Tract 5012, Santa Clara County, California",1400000US06085501200,75.4,21.0,6,85,501200
"Census Tract 5017, Santa Clara County, California",1400000US06085501700,52.8,8.6,6,85,501700
"Census Tract 5022.01, Santa Clara County, California",1400000US06085502201,86.4,36.9,6,85,502201
"Census Tract 47.03, Fresno County, California",1400000US06019004703,71.0,7.5,6,19,4703
"Census Tract 54.06, Fresno County, California",1400000US06019005406,89.8,28.4,6,19,5406
"Census Tract 55.09, Fresno County, California",1400000US06019005509,87.5,34.6,6,19,5509
"Census Tract 56.06, Fresno County, California",1400000US06019005606,93.7,29.8,6,19,5606
"Census Tract 60, Fresno County, California",1400000US06019006000,70.2,14.9,6,19,6000
"Census Tract 44.05, Fresno County, California",1400000US06019004405,96.8,45.1,6,19,4405
"Census Tract 43.01, Fresno County, California",1400000US06019004301,95.7,50.1,6,19,4301
"Census Tract 57.04, Fresno County, California",1400000US06019005704,83.0,17.9,6,19,5704
"Census Tract 31.02, Fresno County, California",1400000US06019003102,79.2,5.9,6,19,3102
"Census Tract 18, Fresno County, California",1400000US06019001800,69.2,10.0,6,19,1800
"Census Tract 83.01, Fresno County, California",1400000US06019008301,32.4,1.3,6,19,8301
"Census Tract 10, Fresno County, California",1400000US06019001000,48.2,4.7,6,19,1000
"Census Tract 42.05, Fresno County, California",1400000US06019004205,71.6,5.7,6,19,4205
"Census Tract 45.05, Fresno County, California",1400000US06019004505,87.2,20.7,6,19,4505
"Census Tract 55.08, Fresno County, California",1400000US06019005508,94.7,45.9,6,19,5508
"Census Tract 66.02, Fresno County, California",1400000US06019006602,43.3,5.8,6,19,6602
"Census Tract 58.01, Fresno County, California",1400000US06019005801,81.1,18.4,6,19,5801
"Census Tract 22, Fresno County, California",1400000US06019002200,87.1,24.9,6,19,2200
"Census Tract 6, Fresno County, California",1400000US06019000600,56.7,8.4,6,19,600
"Census Tract 36, Fresno County, California",1400000US06019003600,83.7,37.6,6,19,3600
"Census Tract 46.01, Fresno County, California",1400000US06019004601,87.9,24.9,6,19,4601
"Census Tract 28, Fresno County, California",1400000US06019002800,42.7,1.5,6,19,2800
"Census Tract 55.05, Fresno County, California",1400000US06019005505,95.7,56.1,6,19,5505
"Census Tract 68.02, Fresno County, California",1400000US06019006802,53.0,9.6,6,19,6802
"Census Tract 28.11, Kern County, California",1400000US06029002811,95.1,61.0,6,29,2811
"Census Tract 20, Kern County, California",1400000US06029002000,61.3,5.7,6,29,2000
"Census Tract 19, Sacramento County, California",1400000US06067001900,88.4,38.6,6,67,1900
"Census Tract 24, Sacramento County, California",1400000US06067002400,98.7,69.6,6,67,2400
"Census Tract 32.02, Sacramento County, California",1400000US06067003202,68.6,9.7,6,67,3202
"Census Tract 155.02, San Diego County, California",1400000US06073015502,94.3,26.2,6,73,15502
"Census Tract 28.01, San Diego County, California",1400000US06073002801,97.4,54.2,6,73,2801
"Census Tract 3780, Contra Costa County, California",1400000US06013378000,92.7,59.1,6,13,378000
"Census Tract 3131.03, Contra Costa County, California",1400000US06013313103,87.3,20.8,6,13,313103
"Census Tract 3340.04, Contra Costa County, California",1400000US06013334004,93.1,37.4,6,13,334004
"Census Tract 3630, Contra Costa County, California",1400000US06013363000,91.2,27.1,6,13,363000
"Census Tract 3090, Contra Costa County, California",1400000US06013309000,89.1,25.6,6,13,309000
"Census Tract 3760, Contra Costa County, California",1400000US06013376000,57.7,10.4,6,13,376000
"Census Tract 1, Inyo County, California",1400000US06027000100,83.1,16.3,6,27,100
"Census Tract 4, Inyo County, California",1400000US06027000400,85.2,20.0,6,27,400
"Census Tract 5, Inyo County, California",1400000US06027000500,90.8,18.7,6,27,500
"Census Tract 3, Inyo County, California",1400000US06027000300,96.5,32.5,6,27,300
"Census Tract 2, Inyo County, California",1400000US06027000200,92.0,27.7,6,27,200
"Census Tract 406, Lassen County, California",1400000US06035040600,73.8,8.2,6,35,40600
"Census Tract 403.02, Lassen County, California",1400000US06035040302,95.1,21.7,6,35,40302
"Census Tract 404, Lassen County, California",1400000US06035040400,58.9,2.8,6,35,40400
"Census Tract 402, Lassen County, California",1400000US06035040200,91.1,20.2,6,35,40200
"Census Tract 401, Lassen County, California",1400000US06035040100,74.3,9.5,6,35,40100
"Census Tract 405, Lassen County, California",1400000US06035040500,90.3,21.7,6,35,40500
"Census Tract 6.02, Stanislaus County, California",1400000US06099000602,81.4,15.2,6,99,602
"Census Tract 8.01, Stanislaus County, California",1400000US06099000801,87.6,20.4,6,99,801
"Census Tract 9.07, Stanislaus County, California",1400000US06099000907,95.6,32.4,6,99,907
"Census Tract 7024, Los Angeles County, California",1400000US06037702400,93.2,44.8,6,37,702400
"Census Tract 7025.02, Los Angeles County, California",1400000US06037702502,97.4,69.4,6,37,702502
"Census Tract 8001.02, Los Angeles County, California",1400000US06037800102,96.9,61.4,6,37,800102
"Census Tract 106.08, Yolo County, California",1400000US06113010608,92.2,61.8,6,113,10608
"Census Tract 112.05, Yolo County, California",1400000US06113011205,79.4,29.3,6,113,11205
"Census Tract 105.08, Yolo County, California",1400000US06113010508,100.0,74.1,6,113,10508
"Census Tract 106.07, Yolo County, California",1400000US06113010607,98.2,75.1,6,113,10607
"Census Tract 107.04, Yolo County, California",1400000US06113010704,99.7,68.0,6,113,10704
"Census Tract 5765.02, Los Angeles County, California",1400000US06037576502,81.4,21.7,6,37,576502
"Census Tract 5765.03, Los Angeles County, California",1400000US06037576503,74.2,17.8,6,37,576503
"Census Tract 5769.01, Los Angeles County, California",1400000US06037576901,63.1,10.7,6,37,576901
"Census Tract 5773, Los Angeles County, California",1400000US06037577300,96.9,55.7,6,37,577300
"Census Tract 6001, Los Angeles County, California",1400000US06037600100,57.7,6.7,6,37,600100
"Census Tract 6003.02, Los Angeles County, California",1400000US06037600302,84.1,16.3,6,37,600302
"Census Tract 6007.03, Los Angeles County, California",1400000US06037600703,95.9,49.8,6,37,600703
"Census Tract 6008.02, Los Angeles County, California",1400000US06037600802,86.9,25.8,6,37,600802
"Census Tract 10.02, San Bernardino County, California",1400000US06071001002,61.9,3.6,6,71,1002
"Census Tract 11.04, San Bernardino County, California",1400000US06071001104,78.1,11.4,6,71,1104
"Census Tract 11.01, San Bernardino County, California",1400000US06071001101,60.7,4.7,6,71,1101
"Census Tract 11.03, San Bernardino County, California",1400000US06071001103,81.0,16.9,6,71,1103
"Census Tract 13.05, San Bernardino County, California",1400000US06071001305,49.6,5.6,6,71,1305
"Census Tract 13.07, San Bernardino County, California",1400000US06071001307,46.9,11.4,6,71,1307
"Census Tract 13.08, San Bernardino County, California",1400000US06071001308,59.7,11.8,6,71,1308
"Census Tract 311, San Francisco County, California",1400000US06075031100,93.6,53.9,6,75,31100
"Census Tract 47.01, Sacramento County, California",1400000US06067004701,64.9,15.9,6,67,4701
"Census Tract 47.02, Sacramento County, California",1400000US06067004702,68.0,8.1,6,67,4702
"Census Tract 32.03, Sacramento County, California",1400000US06067003203,64.1,7.5,6,67,3203
"Census Tract 52.04, Sacramento County, California",1400000US06067005204,91.4,41.8,6,67,5204
"Census Tract 53.01, Sacramento County, California",1400000US06067005301,73.9,0.6,6,67,5301
"Census Tract 55.09, Sacramento County, California",1400000US06067005509,89.0,17.3,6,67,5509
"Census Tract 55.10, Sacramento County, California",1400000US06067005510,93.9,37.1,6,67,5510
"Census Tract 59.03, Sacramento County, California",1400000US06067005903,94.7,23.3,6,67,5903
"Census Tract 59.04, Sacramento County, California",1400000US06067005904,85.5,37.0,6,67,5904
"Census Tract 52.05, Sacramento County, California",1400000US06067005205,88.0,20.6,6,67,5205
"Census Tract 70.15, Sacramento County, California",1400000US06067007015,88.5,29.1,6,67,7015
"Census Tract 70.16, Sacramento County, California",1400000US06067007016,94.5,43.0,6,67,7016
"Census Tract 70.17, Sacramento County, California",1400000US06067007017,96.6,31.4,6,67,7017
"Census Tract 70.18, Sacramento County, California",1400000US06067007018,92.0,42.2,6,67,7018
"Census Tract 2323, Los Angeles County, California",1400000US06037232300,58.4,7.8,6,37,232300
"Census Tract 2351, Los Angeles County, California",1400000US06037235100,85.2,25.0,6,37,235100
"Census Tract 2377.10, Los Angeles County, California",1400000US06037237710,52.8,10.4,6,37,237710
"Census Tract 2381, Los Angeles County, California",1400000US06037238100,80.1,17.0,6,37,238100
"Census Tract 2400.20, Los Angeles County, California",1400000US06037240020,50.2,5.9,6,37,240020
"Census Tract 2411.10, Los Angeles County, California",1400000US06037241110,46.8,5.2,6,37,241110
"Census Tract 9200.30, Los Angeles County, California",1400000US06037920030,91.9,36.0,6,37,920030
"Census Tract 9108.05, Los Angeles County, California",1400000US06037910805,85.6,26.4,6,37,910805
"Census Tract 9108.09, Los Angeles County, California",1400000US06037910809,95.8,36.6,6,37,910809
"Census Tract 5356.06, Los Angeles County, California",1400000US06037535606,47.2,8.7,6,37,535606
"Census Tract 5342.02, Los Angeles County, California",1400000US06037534202,42.0,5.2,6,37,534202
"Census Tract 5349, Los Angeles County, California",1400000US06037534900,39.2,2.5,6,37,534900
"Census Tract 5351.02, Los Angeles County, California",1400000US06037535102,42.2,3.2,6,37,535102
"Census Tract 5357.01, Los Angeles County, California",1400000US06037535701,49.8,3.0,6,37,535701
"Census Tract 5360, Los Angeles County, California",1400000US06037536000,52.8,1.6,6,37,536000
"Census Tract 5361.02, Los Angeles County, California",1400000US06037536102,67.5,12.8,6,37,536102
"Census Tract 5362, Los Angeles County, California",1400000US06037536200,60.1,12.4,6,37,536200
"Census Tract 5404, Los Angeles County, California",1400000US06037540400,34.6,0.8,6,37,540400
"Census Tract 1070.10, Los Angeles County, California",1400000US06037107010,54.7,7.9,6,37,107010
"Census Tract 1081.01, Los Angeles County, California",1400000US06037108101,92.7,43.8,6,37,108101
"Census Tract 1093, Los Angeles County, California",1400000US06037109300,76.9,20.8,6,37,109300
"Census Tract 1094, Los Angeles County, California",1400000US06037109400,72.5,20.3,6,37,109400
"Census Tract 1098, Los Angeles County, California",1400000US06037109800,83.7,28.0,6,37,109800
"Census Tract 1112.04, Los Angeles County, California",1400000US06037111204,94.8,57.4,6,37,111204
"Census Tract 1134.01, Los Angeles County, California",1400000US06037113401,81.9,24.8,6,37,113401
"Census Tract 1153.01, Los Angeles County, California",1400000US06037115301,93.3,41.8,6,37,115301
"Census Tract 1174.05, Los Angeles County, California",1400000US06037117405,41.9,7.1,6,37,117405
"Census Tract 1193.20, Los Angeles County, California",1400000US06037119320,59.3,16.2,6,37,119320
"Census Tract 1200.30, Los Angeles County, California",1400000US06037120030,47.4,3.9,6,37,120030
"Census Tract 218.17, Orange County, California",1400000US06059021817,95.8,40.7,6,59,21817
"Census Tract 219.21, Orange County, California",1400000US06059021921,97.1,51.3,6,59,21921
"Census Tract 320.02, Orange County, California",1400000US06059032002,92.5,40.8,6,59,32002
"Census Tract 320.14, Orange County, California",1400000US06059032014,74.6,16.4,6,59,32014
"Census Tract 320.37, Orange County, California",1400000US06059032037,95.3,37.8,6,59,32037
"Census Tract 320.44, Orange County, California",1400000US06059032044,99.0,62.3,6,59,32044
"Census Tract 4234, Alameda County, California",1400000US06001423400,92.3,50.0,6,1,423400
"Census Tract 4239.01, Alameda County, California",1400000US06001423901,99.4,49.6,6,1,423901
"Census Tract 4239.02, Alameda County, California",1400000US06001423902,98.5,79.6,6,1,423902
"Census Tract 4272, Alameda County, California",1400000US06001427200,85.9,37.0,6,1,427200
"Census Tract 4285, Alameda County, California",1400000US06001428500,92.4,41.0,6,1,428500
"Census Tract 4304, Alameda County, California",1400000US06001430400,96.1,49.0,6,1,430400
"Census Tract 4311, Alameda County, California",1400000US06001431100,89.9,17.0,6,1,431100
"Census Tract 4335, Alameda County, California",1400000US06001433500,82.4,16.1,6,1,433500
"Census Tract 4339, Alameda County, California",1400000US06001433900,70.8,20.5,6,1,433900
"Census Tract 308.03, El Dorado County, California",1400000US06017030803,94.5,35.2,6,17,30803
"Census Tract 312, El Dorado County, California",1400000US06017031200,91.5,29.6,6,17,31200
"Census Tract 313.01, El Dorado County, California",1400000US06017031301,95.4,28.1,6,17,31301
"Census Tract 314.04, El Dorado County, California",1400000US06017031404,93.1,25.6,6,17,31404
"Census Tract 305.02, El Dorado County, California",1400000US06017030502,95.8,27.1,6,17,30502
"Census Tract 311, El Dorado County, California",1400000US06017031100,91.2,21.6,6,17,31100
"Census Tract 308.01, El Dorado County, California",1400000US06017030801,95.7,38.5,6,17,30801
"Census Tract 314.06, El Dorado County, California",1400000US06017031406,96.0,20.9,6,17,31406
"Census Tract 315.03, El Dorado County, California",1400000US06017031503,92.8,25.8,6,17,31503
"Census Tract 306.02, El Dorado County, California",1400000US06017030602,92.6,20.7,6,17,30602
"Census Tract 306.03, El Dorado County, California",1400000US06017030603,95.1,21.4,6,17,30603
"Census Tract 308.04, El Dorado County, California",1400000US06017030804,93.3,33.5,6,17,30804
"Census Tract 314.05, El Dorado County, California",1400000US06017031405,96.9,25.9,6,17,31405
"Census Tract 315.04, El Dorado County, California",1400000US06017031504,96.3,18.3,6,17,31504
"Census Tract 306.01, El Dorado County, California",1400000US06017030601,97.5,31.1,6,17,30601
"Census Tract 309.02, El Dorado County, California",1400000US06017030902,94.8,40.3,6,17,30902
"Census Tract 313.02, El Dorado County, California",1400000US06017031302,87.6,12.9,6,17,31302
"Census Tract 302, El Dorado County, California",1400000US06017030200,77.8,25.5,6,17,30200
"Census Tract 307.01, El Dorado County, California",1400000US06017030701,98.6,52.4,6,17,30701
"Census Tract 309.01, El Dorado County, California",1400000US06017030901,96.9,40.6,6,17,30901
"Census Tract 4033.19, Los Angeles County, California",1400000US06037403319,95.0,47.7,6,37,403319
"Census Tract 4034.08, Los Angeles County, California",1400000US06037403408,91.5,49.0,6,37,403408
